"","Category_code","COG","Annotation","Category"
"1436","J","COG1245","Translation initiation factor RLI1, contains Fe-S and AAA+ ATPase domains","Translation, ribosomal structure and biogenesis"
"1437","J","COG0211","Ribosomal protein L27","Translation, ribosomal structure and biogenesis"
"1438","J","COG2872","Ser-tRNA(Ala) deacylase AlaX (editing enzyme)","Translation, ribosomal structure and biogenesis"
"1439","J","COG0230","Ribosomal protein L34","Translation, ribosomal structure and biogenesis"
"1440","J","COG0721","Asp-tRNAAsn/Glu-tRNAGln amidotransferase C subunit","Translation, ribosomal structure and biogenesis"
"1441","J","COG0193","Peptidyl-tRNA hydrolase","Translation, ribosomal structure and biogenesis"
"1442","J","COG1325","Exosome subunit, RNA binding protein with dsRBD fold","Translation, ribosomal structure and biogenesis"
"1443","J","COG1444","tRNA(Met) C34 N-acetyltransferase TmcA","Translation, ribosomal structure and biogenesis"
"1444","J","COG1901","tRNA pseudouridine-54 N-methylase","Translation, ribosomal structure and biogenesis"
"1445","J","COG1159","GTPase Era, involved in 16S rRNA processing","Translation, ribosomal structure and biogenesis"
"1446","J","COG2269","Elongation factor P--beta-lysine ligase (EF-P beta-lysylation pathway)","Translation, ribosomal structure and biogenesis"
"1447","J","COG0566","tRNA G18 (ribose-2'-O)-methylase SpoU","Translation, ribosomal structure and biogenesis"
"1448","J","COG2110","O-acetyl-ADP-ribose deacetylase (regulator of RNase III), contains Macro domain","Translation, ribosomal structure and biogenesis"
"1449","J","COG4123","tRNA1(Val) A37 N6-methylase TrmN6","Translation, ribosomal structure and biogenesis"
"1450","J","COG2136","rRNA maturation protein Rpf1, contains Brix/IMP4 (anticodon-binding) domain","Translation, ribosomal structure and biogenesis"
"1451","J","COG1358","Ribosomal protein L7Ae or related RNA K-turn-binding protein","Translation, ribosomal structure and biogenesis"
"1452","J","COG1293","Predicted component of the ribosome quality control (RQC) complex, YloA/Tae2 family, contains fibronectin-binding (FbpA) and DUF814 domains","Translation, ribosomal structure and biogenesis"
"1453","J","COG0779","Ribosome maturation factor RimP","Translation, ribosomal structure and biogenesis"
"1454","J","COG0242","Peptide deformylase","Translation, ribosomal structure and biogenesis"
"1455","J","COG2961","23S rRNA A2030 N6-methylase RlmJ","Translation, ribosomal structure and biogenesis"
"1456","J","COG4121","tRNA U34 5-methylaminomethyl-2-thiouridine-forming methyltransferase MnmC","Translation, ribosomal structure and biogenesis"
"1457","J","COG1499","NMD protein affecting ribosome stability and mRNA decay","Translation, ribosomal structure and biogenesis"
"1458","J","COG1867","tRNA G26 N,N-dimethylase Trm1","Translation, ribosomal structure and biogenesis"
"1459","J","COG3719","Ribonuclease I","Translation, ribosomal structure and biogenesis"
"1460","J","COG0742","16S rRNA G966 N2-methylase RsmD","Translation, ribosomal structure and biogenesis"
"1461","J","COG1997","Ribosomal protein L37AE/L43A","Translation, ribosomal structure and biogenesis"
"1462","J","COG4937","Ferredoxin-fold anticodon binding domain","Translation, ribosomal structure and biogenesis"
"1463","J","COG0359","Ribosomal protein L9","Translation, ribosomal structure and biogenesis"
"1464","J","COG0360","Ribosomal protein S6","Translation, ribosomal structure and biogenesis"
"1465","J","COG3276","Selenocysteine-specific translation elongation factor","Translation, ribosomal structure and biogenesis"
"1466","J","COG2139","Ribosomal protein L21E","Translation, ribosomal structure and biogenesis"
"1467","J","COG0585","tRNA(Glu) U13 pseudouridine synthase TruD","Translation, ribosomal structure and biogenesis"
"1468","J","COG2933","23S rRNA C2498 (ribose-2'-O)-methylase RlmM","Translation, ribosomal structure and biogenesis"
"1469","J","COG5053","Translation initiation factor 4E (eIF-4E) ","Translation, ribosomal structure and biogenesis"
"1470","J","COG1720","tRNA (Thr-GGU) A37 N-methylase","Translation, ribosomal structure and biogenesis"
"1471","J","COG1471","Ribosomal protein S4E","Translation, ribosomal structure and biogenesis"
"1472","J","COG3231","Aminoglycoside phosphotransferase","Translation, ribosomal structure and biogenesis"
"1473","J","COG0689","Ribonuclease PH","Translation, ribosomal structure and biogenesis"
"1474","J","COG2174","Ribosomal protein L34E","Translation, ribosomal structure and biogenesis"
"1475","J","COG2147","Ribosomal protein L19E","Translation, ribosomal structure and biogenesis"
"1476","J","COG0482","tRNA U34 2-thiouridine synthase MnmA/TrmU, contains the PP-loop ATPase domain","Translation, ribosomal structure and biogenesis"
"1477","J","COG2123","Exosome complex RNA-binding protein Rrp42, RNase PH superfamily","Translation, ribosomal structure and biogenesis"
"1478","J","COG0324","tRNA A37 N6-isopentenylltransferase MiaA","Translation, ribosomal structure and biogenesis"
"1479","J","COG1537","Stalled ribosome rescue protein Dom34, pelota family","Translation, ribosomal structure and biogenesis"
"1480","J","COG2058","Ribosomal protein L12E/L44/L45/RPP1/RPP2","Translation, ribosomal structure and biogenesis"
"1481","J","COG0313","16S rRNA C1402 (ribose-2'-O) methylase RsmI","Translation, ribosomal structure and biogenesis"
"1482","J","COG1690","RNA-splicing ligase RtcB, repairs tRNA damage","Translation, ribosomal structure and biogenesis"
"1483","J","COG0533","tRNA A37 threonylcarbamoyltransferase TsaD","Translation, ribosomal structure and biogenesis"
"1484","J","COG3036","Stalled ribosome alternative rescue factor ArfA","Translation, ribosomal structure and biogenesis"
"1485","J","COG4352","Ribosomal protein L13E","Translation, ribosomal structure and biogenesis"
"1486","J","COG1187","16S rRNA U516 pseudouridylate synthase RsuA and related 23S rRNA U2605, pseudouridylate synthases","Translation, ribosomal structure and biogenesis"
"1487","J","COG0116","23S rRNA G2445 N2-methylase RlmL","Translation, ribosomal structure and biogenesis"
"1488","J","COG0480","Translation elongation factor EF-G, a GTPase","Translation, ribosomal structure and biogenesis"
"1489","J","COG2097","Ribosomal protein L31E","Translation, ribosomal structure and biogenesis"
"1490","J","COG5324","tRNA splicing ligase","Translation, ribosomal structure and biogenesis"
"1491","J","COG2260","rRNA maturation protein Nop10, contains Zn-ribbon domain","Translation, ribosomal structure and biogenesis"
"1492","J","COG1439","rRNA maturation endonuclease Nob1","Translation, ribosomal structure and biogenesis"
"1493","J","COG0162","Tyrosyl-tRNA synthetase","Translation, ribosomal structure and biogenesis"
"1494","J","COG3129","23S rRNA A1618 N6-methylase RlmF","Translation, ribosomal structure and biogenesis"
"1495","J","COG0532","Translation initiation factor IF-2, a GTPase","Translation, ribosomal structure and biogenesis"
"1496","J","COG0343","Queuine/archaeosine tRNA-ribosyltransferase","Translation, ribosomal structure and biogenesis"
"1497","J","COG0238","Ribosomal protein S18","Translation, ribosomal structure and biogenesis"
"1498","J","COG1097","Exosome complex RNA-binding protein Rrp4, contains S1 and KH domains","Translation, ribosomal structure and biogenesis"
"1499","J","COG0275","16S rRNA C1402 N4-methylase RsmH","Translation, ribosomal structure and biogenesis"
"1500","J","COG0481","Translation elongation factor EF-4, membrane-bound GTPase","Translation, ribosomal structure and biogenesis"
"1501","J","COG1096","Exosome complex RNA-binding protein Csl4, contains S1 and Zn-ribbon domains","Translation, ribosomal structure and biogenesis"
"1502","J","COG4830","Ribosomal protein S26","Translation, ribosomal structure and biogenesis"
"1503","J","COG0603","7-cyano-7-deazaguanine synthase (queuosine biosynthesis)","Translation, ribosomal structure and biogenesis"
"1504","J","COG0357","16S rRNA G527 N7-methylase RsmG (former glucose-inhibited division protein B)","Translation, ribosomal structure and biogenesis"
"1505","J","COG0096","Ribosomal protein S8","Translation, ribosomal structure and biogenesis"
"1506","J","COG4575","Membrane-anchored ribosome-binding protein, inhibits growth in stationary phase, ElaB/YqjD/DUF883 family","Translation, ribosomal structure and biogenesis"
"1507","J","COG0215","Cysteinyl-tRNA synthetase","Translation, ribosomal structure and biogenesis"
"1508","J","COG2126","Ribosomal protein L37E","Translation, ribosomal structure and biogenesis"
"1509","J","COG2813","16S rRNA G1207 methylase RsmC","Translation, ribosomal structure and biogenesis"
"1510","J","COG1727","Ribosomal protein L18E","Translation, ribosomal structure and biogenesis"
"1511","J","COG0219","tRNA(Leu) C34 or U34 (ribose-2'-O)-methylase TrmL, contains SPOUT domain","Translation, ribosomal structure and biogenesis"
"1512","J","COG1736","Diphthamide synthase subunit DPH2","Translation, ribosomal structure and biogenesis"
"1513","J","COG0349","Ribonuclease D","Translation, ribosomal structure and biogenesis"
"1514","J","COG5192","GTP-binding protein required for 40S ribosome biogenesis ","Translation, ribosomal structure and biogenesis"
"1515","J","COG0227","Ribosomal protein L28","Translation, ribosomal structure and biogenesis"
"1516","J","COG1234","Ribonuclease BN, tRNA processing enzyme","Translation, ribosomal structure and biogenesis"
"1517","J","COG0184","Ribosomal protein S15P/S13E","Translation, ribosomal structure and biogenesis"
"1518","J","COG4725","N6-adenosine-specific RNA methylase IME4","Translation, ribosomal structure and biogenesis"
"1519","J","COG2125","Ribosomal protein S6E (S10)","Translation, ribosomal structure and biogenesis"
"1520","J","COG1490","D-Tyr-tRNAtyr deacylase","Translation, ribosomal structure and biogenesis"
"1521","J","COG1859","RNA:NAD 2'-phosphotransferase, TPT1/KptA family","Translation, ribosomal structure and biogenesis"
"1522","J","COG2384","tRNA A22 N-methylase","Translation, ribosomal structure and biogenesis"
"1523","J","COG4108","Peptide chain release factor RF-3","Translation, ribosomal structure and biogenesis"
"1524","J","COG2102","Diphthamide synthase (EF-2-diphthine--ammonia ligase)","Translation, ribosomal structure and biogenesis"
"1525","J","COG0233","Ribosome recycling factor","Translation, ribosomal structure and biogenesis"
"1526","J","COG1734","RNA polymerase-binding transcription factor DksA","Translation, ribosomal structure and biogenesis"
"1527","J","COG1603","RNase P/RNase MRP subunit p30","Translation, ribosomal structure and biogenesis"
"1528","K","COG3722","DNA-binding transcriptional regulator, MltR family","Transcription"
"1529","K","COG0816","RNase H-fold protein, predicted Holliday junction resolvase in Firmicutes and mycoplasms, involved in anti-termination at Rho-dependent terminators","Transcription"
"1530","K","COG3695","Alkylated DNA nucleotide flippase Atl1, participates in nucleotide excision repair, Ada-like DNA-binding domain","Transcription"
"1531","K","COG5108","Mitochondrial DNA-directed RNA polymerase","Transcription"
"1532","K","COG2214","Curved DNA-binding protein CbpA, contains a DnaJ-like domain","Transcription"
"1533","K","COG3398","Predicted transcriptional regulator, containsd two HTH domains","Transcription"
"1534","K","COG4941","Predicted RNA polymerase sigma factor, contains C-terminal TPR domain","Transcription"
"1535","K","COG5576","Homeodomain-containing transcription factor ","Transcription"
"1536","K","COG1802","DNA-binding transcriptional regulator, GntR family","Transcription"
"1537","K","COG1308","Transcription factor homologous to NACalpha-BTF3","Transcription"
"1538","K","COG1709","Predicted transcriptional regulator","Transcription"
"1539","K","COG4344","Predicted transciptional regulator, contains HTH domain","Transcription"
"1540","K","COG2101","TATA-box binding protein (TBP), component of TFIID and TFIIIB","Transcription"
"1541","K","COG3327","DNA-binding transcriptional regulator PaaX (phenylacetic acid degradation)","Transcription"
"1542","K","COG2188","DNA-binding transcriptional regulator, GntR family","Transcription"
"1543","K","COG1846","DNA-binding transcriptional regulator, MarR family","Transcription"
"1544","K","COG1309","DNA-binding transcriptional regulator, AcrR family","Transcription"
"1545","K","COG5204","Transcription elongation factor SPT4 ","Transcription"
"1546","K","COG0557","Exoribonuclease R","Transcription"
"1547","K","COG5247","Class 2 transcription repressor NC2, alpha subunit (DRAP1 homolog) ","Transcription"
"1548","K","COG1329","RNA polymerase-interacting regulator, CarD/CdnL/TRCF family","Transcription"
"1549","K","COG5450","Transcription regulator of the Arc/MetJ class","Transcription"
"1550","K","COG1609","DNA-binding transcriptional regulator, LacI/PurR family","Transcription"
"1551","K","COG1725","DNA-binding transcriptional regulator YhcF, GntR family","Transcription"
"1552","K","COG1693","Repressor of nif and glnA expression","Transcription"
"1553","K","COG2824","Uncharacterized Zn-ribbon-containing protein","Transcription"
"1554","K","COG3888","Predicted transcriptional regulator","Transcription"
"1555","K","COG5169","Heat shock transcription factor ","Transcription"
"1556","K","COG5414","TATA-binding protein-associated factor Taf7, part of the TFIID transcription initiation complex","Transcription"
"1557","K","COG0571","dsRNA-specific ribonuclease","Transcription"
"1558","K","COG2524","Predicted transcriptional regulator, contains C-terminal CBS domains","Transcription"
"1559","K","COG4742","Predicted transcriptional regulator, contains HTH domain","Transcription"
"1560","K","COG2771","DNA-binding transcriptional regulator, CsgD family","Transcription"
"1561","K","COG1678","Putative transcriptional regulator, AlgH/UPF0301 family","Transcription"
"1562","K","COG5624","Transcription initiation factor TFIID, subunit TAF12","Transcription"
"1563","K","COG2315","Predicted DNA-binding protein with \91double-wing\92 structural motif, MmcQ/YjbR family","Transcription"
